V4_id,augmented_text,entityt_tokens,counter_narrative,label
V4_483,திருநங்கைகள் பொதுவெளியில் பயமுறுத்தி பணம் கேட்பது என குற்றம் சாட்டுகின்றனர்.,திருநங்கைகள் பொதுவெளியில் பயமுறுத்தி பணம் கேட்பது,குற்றச்சாட்டுகளை வைத்து ஒரு சமூகத்தையே அவமதிப்பது தவறு.,Transphobia
V4_484,திருநங்கைகள் ஒன்றுகூடி தெருவில் சண்டை செய்வது என கூறுகின்றனர்.,திருநங்கைகள் ஒன்றுகூடி தெருவில் சண்டை செய்வது,சண்டைகள் தனிநபர் செயல்கள்; முழு சமூகத்தையும் குறை சொல்லக்கூடாது.,Transphobia
V4_485,போட்டை பசங்க போல நடக்கும் ஆண்கள் சமூக அவமதிப்புக்கு ஆளாவார்கள் என்கிறார்கள்.,போட்டை பசங்க போல நடக்கும் ஆண்கள் சமூக அவமதிப்புக்கு ஆளாவார்கள்,ஒருவரின் உடை மற்றும் நடத்தை அடிப்படையில் அவமதிப்பது தவறு.,Transphobia
V4_486,உடல் உறுப்புகளை அசிங்கமாக காட்டுவது என்று குற்றம் சாட்டுகின்றனர்.,உடல் உறுப்புகளை அசிங்கமாக காட்டுவது,ஒருவரின் உடல் தொடர்பான கேலிச்சொற்கள் அவர்களின் உரிமையை மீறுகின்றன.,Transphobia
V4_487,திருநங்கைகள் பெண்களுடன் பழகும் வாய்ப்பு கிடைக்கக்கூடாது என்கிறார்கள்.,திருநங்கைகள் பெண்களுடன் பழகும் வாய்ப்பு கிடைக்கக்கூடாது,சமூக உறவுகளை கட்டுப்படுத்துவது மனித உரிமை மீறல்.,Transphobia
V4_488,திருநங்கைகள் பிச்சை கேட்பதை நிறுத்த வேண்டும் என்கிறார்கள்.,திருநங்கைகள் பிச்சை கேட்பதை நிறுத்த வேண்டும்,பிச்சை கேட்பது வாழ்வாதார பிரச்சினைகளின் விளைவு.,Transphobia
V4_489,பரபரப்பான உடையில் திருநங்கைகள் ஒன்று கூடி பேசும் போது கேலி செய்யப்படுகின்றனர்.,பரபரப்பான உடையில் திருநங்கைகள் ஒன்று கூடி பேசும் போது,உடை மற்றும் பேச்சு சுதந்திரம் அனைவருக்கும் உரிமை.,Transphobia
V4_490,ஆண்களிடம் மிரட்டி பணம் கேட்பது என்கிற குற்றச்சாட்டு பரவுகிறது.,ஆண்களிடம் மிரட்டி பணம் கேட்பது,சில சம்பவங்களை வைத்து முழு சமூகத்தையும் குறை சொல்லக்கூடாது.,Transphobia
V4_491,ஆணா பெண்ணா என்று அடையாளத்தை கேலி செய்வது பரவலாக உள்ளது.,ஆணா பெண்ணா என்று அடையாளத்தை கேலி செய்வது,பாலின அடையாளத்தை கேலி செய்வது பாகுபாட்டை அதிகரிக்கும்.,Transphobia
V4_492,நாய் போல 9 திருநங்கைகள் ஒன்றுகூடி கொண்டாடுவது என்கிறார்கள்.,நாய் போல 9 திருநங்கைகள் ஒன்றுகூடி கொண்டாடுவது,மகிழ்ச்சியை பகிர்வது அனைவருக்கும் உரிமை.,Transphobia
V4_493,"சந்தைக்கு போனேன், ரொம்ப பேர் பெண்ணு தெரியாத மாதிரி dress போட்டு சுற்றினாங்க, பார்க்கவே அசிங்கமா இருக்கு",பெண்ணு தெரியாத மாதிரி dress,"யாரும் எப்படி dress போடுறாங்கன்னு அவங்க விருப்பம், அதுல தப்பே கிடையாது.",Transphobia
V4_494,"வீதியெல்லாம் போட்டை மாதிரி வேஷம் போட்டு drama போடுறாங்க, society-க்கு கேவலம்",போட்டை மாதிரி வேஷம்,வித்தியாசமான ஆடை அல்லது performance ஒருவரின் சுதந்திரம்; அதை குறை சொல்வது பாகுபாடு.,Transphobia
V4_495,"சிலர் tomboy போல நடந்துகிட்டு சத்தமா பேசுறாங்க, ரொம்பவும் disturb பண்ணுது",tomboy போல நடந்துகிட்டு,"தனிநபர் நடத்தை, அவர்களின் அடையாளத்துடன் கலக்கக் கூடாது.",Transphobia
V4_496,"footpathல திருநங்கைகள் கூட்டமா நிக்கி பிச்சை கேட்குறது, பாதை போகிறவர்களுக்கு பிரச்சனை",திருநங்கைகள் கூட்டமா நிக்கி பிச்சை கேட்குறது,பிச்சை கேட்பது வறுமையின் விளைவு; அதை குறை சொல்லாமல் தீர்வை தேட வேண்டும்.,Transphobia
V4_497,"ஆணா பெண்ணா தெரியாத மாதிரி பேசுறது, கேலிக்கே காரணமா இருக்கு",ஆணா பெண்ணா தெரியாத மாதிரி பேசுறது,ஒருவரின் பேச்சு முறையை அடிப்படையாகக் கொண்டு அடையாளத்தை கேலி செய்வது தவறு.,Transphobia
V4_498,ஆண்மையா பெண்ணன்மையா தெரியாதவர்களை society mix பண்ணக்கூடாது,ஆண்மையா பெண்ணன்மையா தெரியாதவர்கள்,பாலின அடையாளம் தனிநபரின் உரிமை; அதை வைத்து பாகுபாடு செய்வது அநீதி.,Transphobia
V4_499,திருநங்கை பற்றி fake stories போட்டு hatred spread பண்ணுறாங்க,fake stories போட்டு hatred spread,பொய்யான தகவல்கள் வெறுப்பை தூண்டும்; உண்மையை அறிந்தே பேச வேண்டும்.,Transphobia
V4_500,9 புன்னகையோட சத்தமா பேசுறது ரொம்பவும் irritate பண்ணுது,9 புன்னகையோட சத்தமா பேசுறது,புன்னகையும் சத்தமும்தான் ஒருவரின் குற்றம் அல்ல; அது ஒரு வெளிப்பாடு.,Transphobia
V4_501,ஒரினச்சேர்க்கை பற்றிப் publicஆ discuss பண்ணக்கூடாது,ஒரினச்சேர்க்கை discuss பண்ணக்கூடாது,உரையாடலை தடை செய்வது கருத்துச் சுதந்திரத்திற்கு எதிரானது.,Homophobia
V4_502,"ஆண்மையற்றது, பெண்மையற்றது என்று சொல்லி insult பண்ணுற பழக்கம் society கெடுக்குது","ஆண்மையற்றது, பெண்மையற்றது என்று சொல்லி insult பண்ணுறது",இத்தகைய சொற்கள் பாகுபாட்டை அதிகரிக்கும்; மரியாதையோடு பேச வேண்டும்.,Homophobia
V4_503,"ஒரினச்சேர்க்கை பெயரில் எல்லாம் normalஆ treat பண்ணுறாங்க, அது society கெடுக்கும்",ஒரினச்சேர்க்கை பெயரில் normal treat,பாலியல் விருப்பம் குற்றமல்ல; அதை சமமாக மதிக்க வேண்டும்.,Homophobia
V4_504,ஒரினச்சேர்க்கை செய்பவர்களை strictஆ punish பண்ணணும்,ஒரினச்சேர்க்கை செய்பவர்களை punish பண்ணணும்,தண்டனை பாகுபாட்டை அதிகரிக்கும்; புரிதல் மற்றும் ஏற்றுக்கொள்வதே தீர்வு.,Homophobia
V4_505,ஒரினச்சேர்க்கை பாவம் என்று சொல்லி discrimination பண்ணுறாங்க,ஒரினச்சேர்க்கை பாவம் என்று சொல்லி discrimination,மத நம்பிக்கையை வைத்து பாகுபாடு செய்வது தவறு.,Homophobia
V4_506,"சட்டம் இப்படி வந்தால் நாளைக்கு பள்ளி மாணவர்கள் கூட கைப்பழக்கத்தைப் போல் ஓரின உறவை சாதாரணமா நினைத்து செய்வார்கள், நண்பா யோசிச்சுப் பார்.",கைப்பழக்கத்தைப் போல் ஓரின உறவை சாதாரணமா நினைத்து,"மனிதர்களின் நட்பு மற்றும் உறவு வடிவங்கள் பலவிதம் இருக்கலாம், ஆனால் ஒவ்வொருவரின் விருப்பத்தையும் மதிப்பது தான் நாகரிகத்தின் அடிப்படை.",Homophobia
V4_507,அவள் ஒருவன் உடன் கூட வாழ்க்கை நடத்தி இருந்தால் இப்படி குறை சொல்லி பேச மாட்டாள்.,ஒருவன் உடன் கூட வாழ்க்கை நடத்தி,"குடும்பம் நடத்துவது ஒருவரின் மனிதநேயத்தை நிர்ணயிக்கும் அளவுகோல் அல்ல, எந்த உறவானாலும் மரியாதை மற்றும் அன்பே முக்கியம்.",Homophobia
V4_508,"gay lesbian உறவுக்காரர்களுக்கு உரிமை கொடுத்தால், நாளைக்கு இது அதிகரித்து சமூகத்தில் கலவரம் உண்டாகும்.",gay lesbian உறவுக்காரர்களுக்கு உரிமை கொடுத்தால்,"ஒருவரின் உரிமை வழங்கப்படுவது சமூகத்தில் கலவரத்தை உண்டாக்காது, அது சமத்துவத்தை உறுதி செய்கிறது.",Homophobia
V4_509,"இது தான் சமூகத்தை சீரழிக்கும் மிகப்பெரிய பாதை, வரலாறே அதற்கு சாட்சியம்.",சமூகத்தை சீரழிக்கும் மிகப்பெரிய பாதை,வரலாற்று நிகழ்வுகளை வைத்து தற்போதைய மக்களின் உரிமைகளை மறுப்பது நியாயமல்ல.,Homophobia
V4_510,நீ எத்தனை பேரோட இந்த மாதிரி உறவு வைத்திருக்கிறாய்?,இந்த மாதிரி உறவு வைத்திருக்கிறாய்,"ஒருவரின் தனிப்பட்ட உறவுகள் அவருடைய தனியுரிமை, அதில் பிறர் குறை கூறக் கூடாது.",Homophobia
V4_511,இது இயற்கைக்கு எதிரானதும் தவறானதும் எனக்கு ஏற்றுக்கொள்ள முடியாத ஒன்று.,இயற்கைக்கு எதிரானதும் தவறானதும்,"இயற்கை பல்வேறு வடிவங்களில் உள்ளது, அதில் பாலின விருப்பங்களும் அடங்கும்.",Homophobia
V4_512,"நாளைக்கு பாலியல் வன்முறை, கொடுமைகள் அதிகரிக்கும் என்று சொல்றாங்க.","பாலியல் வன்முறை, கொடுமைகள் அதிகரிக்கும்","சட்டம் மற்றும் கல்வி தான் வன்முறையை தடுக்கும், ஒருவரின் பாலின விருப்பம் அல்ல.",Homophobia
V4_513,"ஓரின உறவு தவறுதான், அப்படியானால் அண்ணன் தங்கை உறவும் சரியா?",ஓரின உறவு தவறுதான்,குடும்ப உறவுகள் மற்றும் சம்மதத்துடன் இருக்கும் உறவுகள் இரண்டும் முற்றிலும் வேறானவை.,Homophobia
V4_514,இந்த கூட்டத்துக்கு துணை நிற்கும் பெண்களை எல்லாம் வேற மாதிரி பேசும் பயங்கரர்களா கருதி விலக்கணும்.,கூட்டத்துக்கு துணை நிற்கும் பெண்களை எல்லாம்,"ஒருவரின் ஆதரவு அளிப்பது அவருடைய உரிமை, அதைத் தடுக்க அல்லது குறை கூறுவது ஜனநாயகத்திற்கே எதிரானது.",Homophobia
V4_515,ஓரின உறவு இயற்கைக்கு புறம்பு என்பதால்தான் இதை ஆதரிக்க முடியாது என்று சொல்றேன்.,ஓரின உறவு இயற்கைக்கு புறம்பு,"இயற்கைக்கு புறம்பு என்றால் அது தவறு என்று அர்த்தமில்லை, மனித சமுதாயத்தின் பல்வேறு வடிவங்களை புரிந்து கொள்வது அவசியம்.",Homophobia
V4_516,நீ பிறந்தது ஓரின உறவில் இருந்தா?,ஓரின உறவில் இருந்தா,"ஒருவரின் பிறப்பு எப்படி என்றாலும், அவரின் மனிதநேயமும் உரிமைகளும் மாறாது.",Homophobia
V4_517,ஓரின உறவை தவிர்த்தால்தான் நாட்டை காப்போம் என்று சொல்றாங்க.,ஓரின உறவை தவிர்த்தால்,"நாட்டை காப்பது ஒற்றுமையாலும் புரிதலாலும் தான், ஒருவரின் விருப்பங்களைத் தடுக்க அல்ல.",Homophobia
V4_518,ஓரின உறவு இயற்கையோடு ஒத்துப்போவதில்லை என்பதால் அதை விரும்பவில்லை.,ஓரின உறவு இயற்கையோடு ஒத்துப்போவதில்லை,"இயற்கையின் ஒரு பகுதியாகவே பல்வேறு பாலின விருப்பங்களும் இருக்கின்றன, அதை ஏற்றுக்கொள்வதே நாகரிகம்.",Homophobia
V4_519,"இதை முழுக்க நீக்கணும், இல்லனா சமூகம் பாதிக்கப்படும்.",முழுக்க நீக்கணும்,"ஒரு சமூக பிரிவை நீக்குவது அல்ல, அனைவரும் சேர்ந்து வாழ்வதே நல்ல சமுதாயம்.",Homophobia
V4_520,பெண்னு நடித்து பலாத்காரம் செய்வாங்க.,பெண்னு நடித்து பலாத்காரம்,"பாலியல் வன்முறை செய்யும் குற்றவாளி யார் என்றாலும் தண்டிக்கப்பட வேண்டும், பாலின அடையாளத்தை குறை சொல்லுவது தவறு.",Homophobia
V4_521,இதுக்கு இடம் கொடுக்கக்கூடாது.,இடம் கொடுக்கக்கூடாது,"சமூகத்தில் இடம் கொடுக்காதது பிரிவினையை அதிகரிக்கும், புரிதல் மற்றும் ஏற்றுக்கொள்வதே நல்லது.",Homophobia
V4_522,இப்படி ஆபத்தான நிலை உருவாகக் கூடாது.,ஆபத்தான நிலை உருவாகக் கூடாது,"பல்வகை மக்களை ஏற்றுக்கொள்வது சமூக பாதுகாப்பை குறைக்காது, அது பரஸ்பர மரியாதையை அதிகரிக்கும்.",Homophobia
V4_523,"இது சட்டப்படி குற்றம் தான், அதனால் அதை அனுமதிக்கக் கூடாது.",சட்டப்படி குற்றம் தான்,"சட்டம் காலத்துக்கு ஏற்ப மாற வேண்டும், அனைவரின் உரிமைகளையும் காக்கும் விதமாக இருக்க வேண்டும்.",Homophobia
V4_524,இப்படி தவறான உறவுகளுக்கு சட்டம் ஆதரவு தரக் கூடாது என்று நினைக்கிறேன்.,தவறான உறவுகளுக்கு,ஒருவரின் உறவை தவறானது எனப் பெயரிடுவது அவரின் தனிநபர் உரிமையை மீறுகிறது.,Homophobia
V4_525,ஓரின உறவு இயற்கைக்கு புறம்பு என்பதால் அதை ஏற்கக் கூடாது.,ஓரின உறவு இயற்கைக்கு புறம்பு,"இயற்கையின் ஒரு பகுதியே பல்வேறு பாலின விருப்பங்கள், அதை மறுப்பது மனித நேயத்துக்கு எதிரானது.",Homophobia
V4_526,"வெளிநாட்டில் இது சாதாரணமா நடக்கிறது, நம்ம நாட்டில் இதை சட்டப்படி அனுமதிக்கக் கூடாது.",சட்டப்படி அனுமதிக்கக் கூடாது,"சட்டம் அனைவருக்கும் சம உரிமை அளிக்க வேண்டும், வெளிநாட்டு நடைமுறையை விமர்சிப்பது தவறானது.",Homophobia
V4_527,"ஆண், பெண் அப்படித்தான் படைக்கப்பட்டார்கள், இதை மாற்றுவது தவறு.",ஆண் பெண் அப்படித்தான் படைக்கப்பட்டார்கள்,படைப்பின் இயல்பை சொல்லி ஒருவர் வாழ்க்கைத் தேர்வை கட்டுப்படுத்த முடியாது.,Homophobia
V4_528,ஓரின உறவை எதிர்ப்பது நியாயம் என்று சிலர் நினைக்கிறார்கள்.,ஓரின உறவை எதிர்ப்பது,ஒருவரின் விருப்பத்தை எதிர்ப்பது அவரின் தனிநபர் சுதந்திரத்தை மீறுகிறது.,Homophobia
V4_529,"சிலர் gay lesbian உறவுகளுக்கு உரிமை தரலாம் என்கிறார்கள், ஆனால் அதை குற்றமாகப் பார்க்க வேண்டும் ",அதை குற்றமாகப் பார்க்க வேண்டும்,"ஒருவரின் பாலின விருப்பம் குற்றம் அல்ல, அது தனிநபர் உரிமையின் ஒரு பகுதியாக மதிக்கப்பட வேண்டும்.",Homophobia
V4_530,இப்படி ஓரின உறவு நடந்தால் நம்ம நாடு சரிவடையும் என்று சிலர் கூறுகிறார்கள்.,ஓரின உறவு நடந்தால் நம்ம நாடு சரிவடையும்,"ஓரின உறவு நாட்டின் வளர்ச்சியை பாதிக்காது, மக்களின் உரிமையை மதிப்பதே முக்கியம்.",Homophobia
V4_531,homosexuals சாதாரண ஆண்கள் பெண்களை தொந்தரவு செய்யக்கூடாது என்று சொல்கிறார்கள்.,homosexuals சாதாரண ஆண்கள் பெண்களை தொந்தரவு செய்யக்கூடாது,"பாலின விருப்பம் உள்ளவர்களை தொந்தரவு செய்பவர்கள் தனிநபர் குற்றவாளிகள், முழு சமூகத்தையும் குற்றம் சொல்வது தவறு.",Homophobia
V4_532,ஓரின உறவு ஒரு பாவம் என்று சிலர் கூறுகிறார்கள்.,ஓரின உறவு ஒரு பாவம்,"ஓரின உறவு பாவம் அல்ல, அது மனித வாழ்க்கையின் ஒரு இயல்பான வெளிப்பாடு.",Homophobia
V4_533,gay lesbian உறவுகளை நடிப்பது வெறுக்கத்தக்கது.,நடிப்பது வெறுக்கத்தக்கது.,"நடிப்பு மற்றும் கலை வெளிப்பாடு, ஒருவரின் பாலின விருப்பத்தால் பாதிக்கப்படக் கூடாது.",Homophobia
V4_534,"gay lesbian சேர்க்கையாளர்கள் பாலியல் குற்றங்களுக்கு தான் பெயர் போனவர்கள், அவர்களை அடக்கணும்.",பாலியல் குற்றங்களுக்கு தான் பெயர் போனவர்கள்,"பாலியல் குற்றங்களை செய்வோர் எந்தக் குழுவிலும் இருக்கலாம், பாலின விருப்பத்தின் அடிப்படையில் குற்றம் சாட்டுவது தவறு.",Homophobia
V4_535,"ஓரினச்சேர்க்கை சட்டப்படி தவறு, அதை நியாயம் போல காட்டுறவங்க தான் பிரச்சனை.",சட்டப்படி தவறு,சட்டம் காலத்துக்கு ஏற்ப மாற வேண்டும்; மனித உரிமைகளை காக்கும் விதமாக இருக்க வேண்டும்.,Homophobia
V4_536,காம விருப்பு அதிகமா இருக்கிற ஆண்கள் தான் எல்லாம் ஒழுங்கு கெடுப்பாங்க.,காம விருப்பு அதிகமா இருக்கிற ஆண்கள்,"காம விருப்பு என்பது இயல்பு, ஆனால் தவறான நடத்தை ஒருவரின் விருப்பத்தால் நிர்ணயிக்கப்படாது.",Homophobia
V4_537,ஆண்மையை குறைக்கிற பழக்கம் தான் இந்த ஓரினச்சேர்க்கை.,ஆண்மையை குறைக்கிற பழக்கம்,"ஆண்மை என்பது விருப்பங்களில் இல்லை, மனப்பாங்கிலும் நடப்பிலும் தெரியும்.",Homophobia
V4_538,திருமணத்திற்குப் பிறகும் gay lesbian வேஷம் போட்டுக்கிட்டு நடப்பவங்க தான் வீட்டை சீரழிப்பாங்க.,gay lesbian வேஷம் போட்டுக்கிட்டு நடப்பவங்க,திருமண பிரச்சனைகள் தனிப்பட்டவை; பாலின விருப்பம் அதற்குக் காரணமல்ல.,Homophobia
V4_539,gay lesbian சேர்க்கைகள் பண்ணுறவங்க எல்லாம் ஒழுங்கு தெரியாதவங்க.,ஒழுங்கு தெரியாதவங்க,"ஒழுக்கம் என்பது ஒருவரின் செயல்களில் தெரியும், அவர்களின் பாலின விருப்பத்தில் அல்ல.",Homophobia
V4_540,"பாவம் தான் இந்த ஓரினச்சேர்க்கை, அதை நீக்கணும்.",பாவம் தான் இந்த ஓரினச்சேர்க்கை,"பாவம் என்ற கருத்து மதத்திற்கு ஏற்ப மாறுபடும், ஆனால் மனித உரிமைகள் அனைவருக்கும் பொதுவானவை.",Homophobia
V4_541,"gay lesbian உறவு தவறுதான், அதை ஆதரிப்பவங்க தான் ஆபத்து.",அதை ஆதரிப்பவங்க தான் ஆபத்து,"ஒருவரின் உறவை ஆதரிப்பது அவரது உரிமை, அதைப் பற்றி ஆபத்து என்று கூறுவது பாகுபாடு.",Homophobia
V4_542,"“ஒத்த பாலின நடைமுறை நாடு சிதையும்” — அதுதான் இந்த பாதைக்கு இறுதி, இதை உடனே நிறுத்தணும்.",ஒத்த பாலின நடைமுறை நாடு சிதையும்,தனிநபர் விருப்பங்கள் நாட்டை சிதைக்காது; பாகுபாடே ஒற்றுமையை தொலைச்செய்கிறது.,Homophobia
V4_543,நண்பர்னு சொன்னதும் போதும்; நட்பை செக்ஸாக மாற்றும் கெட்ட வழக்கம் இப்போ எல்லாத் தரப்புக்கும் பரவுது.,நட்பை செக்ஸாக மாற்றும் கெட்ட வழக்கம்,"சம்மதம், மரியாதை இருக்கும்போது நட்பு/உறவுகள் தவறாகக் கருதப்பட வேண்டாம்.",Homophobia
V4_544,இந்த பண்பாட்டை கலைத்திடும் புதுநடை வந்து விட்டதால் தான் பாரம்பரியம் எல்லாம் குலைஞ்சு போச்சு.,பண்பாட்டை கலைத்திடும் புதுநடை,பண்பாடு மாற்றத்தால் வளரும்; பல்வகைமையை ஏற்றுக் கொள்ளுதல்தான் அதன் பலம்.,Homophobia
V4_545,ஆண்களுக்கு இது ஆண்மையை குலைக்கும் சாய்வு தான்; அப்படிப் பழக்கங்கள் போகணும்.,ஆண்மையை குலைக்கும் சாய்வு,ஆண்மை/பெண்மை மனிதரின் குணநலன்களில் தான்; மற்றோரின் விருப்பத்தில் இல்லை.,Homophobia
V4_546,இந்த தேர்வு நேரடியாக நாசமாகும் வாழ்க்கைப் பாதை; இதை தொடரக் கூடாதே.,நாசமாகும் வாழ்க்கைப் பாதை,"பயமூட்டும் பேச்சு அல்ல, சரியான தகவலும் மரியாதையும் தான் பாதுகாப்பை தரும்.",Homophobia
V4_547,gay lesbian நடைமுறை உலகுக்கு தீங்கு—அதை அனுமதிச்சா சமூகம் சீரழியும்.,gay lesbian நடைமுறை உலகுக்கு தீங்கு,உலகம் பல்வகைமையால் வலுவாகிறது; வெறுப்பு தான் சீரழிவின் காரணம்.,Homophobia
V4_548,இப்படி நடக்கிறவங்க வேலை இடங்களுக்கு தகாதவர்கள்; வாய்ப்பு கொடுக்கக் கூடாது.,வேலை இடங்களுக்கு தகாதவர்கள்,வேலை தகுதி திறமையால் தீர்மானிக்க வேண்டும்; அடையாளம்/விருப்பத்தால் அல்ல.,Homophobia
V4_549,திருநங்கை வாழ்க்கை வீட்டு ஒழுங்கு குலையும்; அதனால்தான் வீட்டுக்குள் இடமே வேண்டாம்.,திருநங்கை வாழ்க்கை வீட்டு ஒழுங்கு குலையும்,"வீட்டு அமைதி பரஸ்பர மரியாதை, பொறுப்பு, அன்பு—அடையாளத்தை வைத்து அல்ல.",Homophobia
V4_550,இந்த கூட்டத்துக்கு கொடிய தண்டனைதே ஒரே தீர்வு; அப்படித்தான் ஒழுங்கு வரும்.,கொடிய தண்டனைதே ஒரே தீர்வு,"தண்டனை அல்ல, உரிமை மற்றும் கல்வி—அதுவே நீடித்த ஒழுங்கு தரும்.",Transphobia
V4_551,இவங்களுக்கு அவமதிப்பு சொற்களே சரியான பெயர்; வேற எதுவும் தேவையில்லை.,அவமதிப்பு சொற்களே சரியான பெயர்,இழிவுச் சொற்கள் வன்முறையைத் தூண்டும்; மரியாதை மையம்தான் பாதுகாப்பு.,Transphobia
V4_552,இப்படி 9 திருநங்கை சேரும் ஆபத்தான கூட்டம் நடந்தா தெரு கூட பாதுகாப்பாக இருக்காது.,9 திருநங்கை சேரும் ஆபத்தான கூட்டம்,"பாதுகாப்பை ஆபத்தாக்குவது அடையாளம் அல்ல, வன்முறை மற்றும் பாகுபாடு தான்.",Transphobia
V4_553,"பெண் ஆண்களின் பழக்கங்களை பின்பற்றும் தவறு, இது குடும்ப ஒழுங்கை சிதைக்கும்.",பெண் ஆண்களின் பழக்கங்களை பின்பற்றும் தவறு,"பாலின வெளிப்பாடு ஒருவரின் தனிநபர் உரிமை, அது குடும்பத்தை பாதிக்காது.",Transphobia
V4_554,திருநங்கையுடன் பழகும் தீய நட்பு இளைஞர்களை கெடுக்கும் பாதையில் தள்ளும்.,திருநங்கையுடன் பழகும் தீய நட்பு,"நட்பு ஒருவரின் குணநலனில் தான் இருக்கிறது, அடையாளத்தில் அல்ல.",Transphobia
V4_555,திருநங்கை மீது நம்பிக்கை வைக்காத விதி பழையவர்கள் சொல்லி வந்ததே.,திருநங்கை மீது நம்பிக்கை வைக்காத விதி,"நம்பகத்தன்மை ஒருவரின் செயலில் தான் தெரியும், அடையாளத்தின் அடிப்படையில் அல்ல.",Transphobia
V4_556,"திருநங்கை திருமணத்தை தடைசெய்யும் சட்டம் கொண்டு வரணும், இல்லேனா கல்யாணம் அர்த்தமில்லாதது ஆகும்.",திருநங்கை திருமணத்தை தடைசெய்யும் சட்டம்,"திருமணம் சம்மதத்திலும் அன்பிலும் தான் அமைய வேண்டும், அடையாளத்தால் அல்ல.",Transphobia
V4_557,"திருநங்கை மேடை ஏறும் அபாயம் நிகழ்ந்தா, நிகழ்ச்சி தரம் போகும்.",திருநங்கை மேடை ஏறும் அபாயம்,திறமை அடையாளத்தால் குறையாது; பாகுபாடே தரத்தை குறைக்கும்.,Transphobia
V4_558,"திருநங்கை என்று அறிந்தவுடன் உரையாடல் நிறுத்தம் வைக்கணும், இல்லேனா சிக்கல் வரும்.",திருநங்கை என்று அறிந்தவுடன் உரையாடல் நிறுத்தம்,உரையாடல் புரிதலை அதிகரிக்கும்; தவிர்ப்பது பிளவை உருவாக்கும்.,Transphobia
V4_559,திருநங்கை சமூகத்தில் இடமில்லா விதி இருந்தா தான் அமைதி வரும்.,திருநங்கை சமூகத்தில் இடமில்லா விதி,"அமைதியை உருவாக்குவது பாகுபாடு அல்ல, ஏற்றுக்கொள்வதே.",Transphobia
V4_560,திருநங்கை ஆண்களை தவறான பழக்கத்திற்கு இழுக்கும் என்பதால் அவர்களை தவிர்க்கவேண்டும்.,திருநங்கை ஆண்களை தவறான பழக்கத்திற்கு இழுக்கும்,ஒருவரின் விருப்பம் பிறரை கெடுக்காது; இது ஆதாரமற்ற குற்றச்சாட்டு.,Transphobia
V4_561,திருநங்கை வீட்டுக்குள் நுழைந்தால் கேடு வரும் என்பதால் கதவை மூடிக்கணும்.,திருநங்கை வீட்டுக்குள் நுழைந்தால் கேடு வரும்,"வீடு அனைவருக்கும் திறந்த இடமாக இருக்க வேண்டும், வெறுப்புக்கு அல்ல.",Transphobia
V4_562,திருநங்கை வேலை வாய்ப்புக்கு தகுதி அற்றவர் என்பதால் ஆள் சேர்க்க கூடாது.,திருநங்கை வேலை வாய்ப்புக்கு தகுதி அற்றவர்,"வேலை தகுதி திறமை மற்றும் அனுபவத்தால் தீர்மானிக்கப்படும், அடையாளத்தால் அல்ல.",Transphobia
V4_563,"திருநங்கை பார்த்து சிரிப்பது இயல்பு தான், அதுல தவறே இல்லை.",திருநங்கை பார்த்து சிரிப்பது இயல்பு,ஒருவரை கேலி செய்வது அவமானம்; மரியாதையே நல்ல இயல்பு.,Transphobia
V4_564,"திருநங்கை ஆலயம் நுழைவது தவறு, அதனால் தடுப்பு இருக்கணும்.",திருநங்கை ஆலயம் நுழைவது தவறு,ஆன்மீக இடம் அனைவருக்கும் உரியது; தடைகள் பாகுபாடு.,Transphobia
V4_565,திருநங்கை சாபம் தரும் என்பதால் தூரம் வச்சுக்கணும்.,திருநங்கை சாபம் தரும்,மூடநம்பிக்கை மக்கள் மனதைப் பிரிக்கும்; அறிவு இணைக்கும்.,Transphobia
V4_566,திருநங்கை ஆண்மையை சிதைக்கும் என்பதால் இவர்களுடன் பழகக் கூடாது.,திருநங்கை ஆண்மையை சிதைக்கும்,"ஆண்மை மனப்பாங்கிலும் நடப்பிலும் தெரியும், பிறர் அடையாளத்தில் அல்ல.",Transphobia
V4_567,"திருநங்கை சட்ட உரிமை நீக்கப்பட வேண்டும், இல்லையெனில் சமூகம் கெடும்.",திருநங்கை சட்ட உரிமை நீக்கப்பட வேண்டும்,சட்ட உரிமை சமத்துவத்திற்கான அடித்தளம்; அதை நீக்குவது அநீதி.,Transphobia
V4_568,திருநங்கை திருமணத்தை ரத்து செய்யும் நடவடிக்கை உடனடியாக செய்யணும்.,திருநங்கை திருமணத்தை ரத்து செய்யும் நடவடிக்கை,திருமண உரிமை அனைவருக்கும் பொதுவானது; பாகுபாடு அநீதி.,Transphobia
V4_569,திருநங்கை பேச்சு கேட்கத் தகுதியற்றது என்பதால் அழைக்கவே வேண்டாம்.,திருநங்கை பேச்சு கேட்கத் தகுதியற்றது,பேச்சு உரிமை மனித உரிமையின் பகுதி; அனைவருக்கும் உரியது.,Transphobia
V4_570,9 பெண்கள் திருநங்கையுடன் இருந்தால் கேலி தான் வரும்.,9 பெண்கள் திருநங்கையுடன் இருந்தால் கேலி,கேலி சமூகத்தைப் பிளக்கும்; மரியாதை இணைக்கும்.,Transphobia
